log_filename,Cu-C length,C-O length,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,C_NPA_charge,O_NPA_charge,CO_NPA_charge
018.log,2.880515,1.12768,0,0.0,20.2235,47.7313,79.4508,2206.7806,0,0.0,0.11,0.0684,0.0606,82.7484,0,0.0,0.3825,0.0974,0.457,30.9889,-0.161111,0.26516,-0.23205,0.03311
019.log,2.880515,1.12768,0,0.0,17.6368,49.3669,78.962,2206.9254,0,0.0,0.1393,0.0777,0.0693,86.0972,0,0.0,0.4211,0.0923,0.4451,32.0384,-0.16177,0.26592,-0.23226,0.03366
020.log,2.880515,1.12768,0,0.0,16.6578,51.0061,78.5443,2207.076,0,0.0,0.2226,0.0872,0.0804,89.3198,0,0.0,0.5895,0.0872,0.4309,32.9947,-0.162282,0.26669,-0.23246,0.03423
021.log,2.880515,1.12768,0,0.0,20.466,52.6677,78.1839,2207.2437,0,0.0,0.2637,0.097,0.0939,92.3967,0,0.0,0.624,0.0825,0.4136,33.8497,-0.162663,0.26745,-0.23265,0.0348
022.log,2.880515,1.12768,0,0.0,25.7296,54.3487,77.8675,2207.4299,0,0.0,0.26,0.1072,0.1097,95.3115,0,0.0,0.5174,0.0782,0.3932,34.5977,-0.162928,0.26821,-0.23281,0.0354
023.log,2.880515,1.12768,0,0.0,30.6265,56.0309,77.5965,2207.624,0,0.0,0.265,0.1178,0.1279,98.0539,0,0.0,0.4275,0.0744,0.3709,35.2352,-0.163092,0.26897,-0.23297,0.036
024.log,2.880515,1.12768,0,0.0,35.0376,57.6538,77.3606,2207.819,0,0.0,0.2735,0.1285,0.1485,100.6207,0,0.0,0.3524,0.0711,0.3471,35.7595,-0.163166,0.26971,-0.2331,0.03661
025.log,2.880515,1.12768,0,0.0,38.7928,59.1498,77.1199,2208.0177,0,0.0,0.2805,0.1393,0.1705,103.0098,0,0.0,0.2876,0.0681,0.3212,36.1691,-0.163158,0.27044,-0.23322,0.03722
026.log,2.880515,1.12768,0,0.0,42.0449,60.5369,76.8809,2208.2166,0,0.0,0.2851,0.1499,0.1936,105.2167,0,0.0,0.232,0.0654,0.2942,36.4617,-0.163078,0.27116,-0.23333,0.03783
027.log,2.880515,1.12768,0,0.0,44.9978,61.8646,76.6704,2208.4158,0,0.0,0.2866,0.1603,0.2182,107.2373,0,0.0,0.1845,0.0632,0.2675,36.6359,-0.162935,0.27186,-0.23342,0.03844
028.log,2.880515,1.12768,0,0.0,47.7191,63.1564,76.5016,2208.6264,0,0.0,0.2844,0.1704,0.2442,109.0725,0,0.0,0.1447,0.0615,0.2416,36.6938,-0.16274,0.27253,-0.2335,0.03903
029.log,2.880514,1.127681,0,0.0,50.2834,64.4079,76.3823,2208.8512,0,0.0,0.2781,0.1806,0.2713,110.7262,0,0.0,0.1118,0.0604,0.217,36.6414,-0.162503,0.27319,-0.23357,0.03962
030.log,2.880515,1.12768,0,0.0,52.7487,65.6074,76.3211,2209.0778,0,0.0,0.2665,0.1916,0.2994,112.1998,0,0.0,0.0852,0.0599,0.1942,36.4878,-0.162233,0.27382,-0.23362,0.0402
031.log,2.880515,1.12768,0,0.0,55.0663,66.7313,76.294,2209.2931,0,0.0,0.2494,0.2042,0.3266,113.4951,0,0.0,0.0643,0.0598,0.1733,36.244,-0.161937,0.27442,-0.23367,0.04075
032.log,2.880515,1.12768,0,0.0,57.1453,67.7479,76.2584,2209.4987,0,0.0,0.2275,0.2188,0.3501,114.619,0,0.0,0.0485,0.0598,0.154,35.9225,-0.161624,0.275,-0.2337,0.0413
033.log,2.880515,1.12768,0,0.0,59.0464,68.6704,76.2662,2209.6959,0,0.0,0.2011,0.2358,0.3697,115.5824,0,0.0,0.0367,0.0599,0.1369,35.5366,-0.1613,0.27554,-0.23373,0.04181
034.log,2.880514,1.12768,0,0.0,60.7945,69.5278,76.355,2209.8858,0,0.0,0.1701,0.256,0.385,116.3981,0,0.0,0.0279,0.0602,0.1222,35.1001,-0.160973,0.27606,-0.23376,0.0423
035.log,2.880514,1.12768,0,0.0,62.3324,70.3283,76.4924,2210.0707,0,0.0,0.1375,0.2792,0.3928,117.08,0,0.0,0.0218,0.0606,0.1095,34.6277,-0.16065,0.27653,-0.23377,0.04276
036.log,2.880516,1.12768,0,0.0,63.666,71.1001,76.6513,2210.2511,0,0.0,0.1059,0.3037,0.3926,117.6413,0,0.0,0.0177,0.0608,0.0989,34.1345,-0.160337,0.27697,-0.23379,0.04318
037.log,2.880515,1.12768,0,0.0,64.8192,71.876,76.853,2210.4216,0,0.0,0.0787,0.3253,0.3868,118.096,0,0.0,0.0151,0.0607,0.0904,33.6354,-0.160043,0.27738,-0.23379,0.04359
038.log,2.880515,1.12768,0,0.0,65.7689,72.6632,77.0813,2210.5724,0,0.0,0.0609,0.3389,0.3754,118.4581,0,0.0,0.0136,0.0602,0.0836,33.1447,-0.159778,0.27774,-0.2338,0.04394
039.log,2.880515,1.127679,0,0.0,66.5137,73.4421,77.3007,2210.7051,0,0.0,0.0548,0.3431,0.359,118.7408,0,0.0,0.0128,0.0596,0.078,32.6759,-0.159556,0.27807,-0.2338,0.04427
040.log,2.880515,1.12768,0,0.0,67.0924,74.2096,77.5214,2210.8302,0,0.0,0.0585,0.3375,0.3416,118.9557,0,0.0,0.0124,0.0592,0.0738,32.2409,-0.159396,0.27836,-0.2338,0.04456
041.log,2.880515,1.127679,0,0.0,67.5115,74.9098,77.6653,2210.9416,0,0.0,0.0683,0.3252,0.325,119.1143,0,0.0,0.0122,0.0591,0.0706,31.8501,-0.159308,0.2786,-0.2338,0.0448
042.log,2.880515,1.12768,0,0.0,67.7039,75.4278,77.6592,2211.0236,0,0.0,0.0805,0.3108,0.3094,119.2331,0,0.0,0.0121,0.0597,0.0682,31.5142,-0.159204,0.2788,-0.2338,0.045
043.log,2.880514,1.127681,0,0.0,67.6286,75.8667,77.5712,2211.0859,0,0.0,0.0916,0.2979,0.2963,119.3339,0,0.0,0.0121,0.0608,0.0668,31.2451,-0.159049,0.27896,-0.2338,0.04516
044.log,2.880515,1.12768,0,0.0,67.9411,76.4149,77.626,2211.1473,0,0.0,0.1017,0.2863,0.2856,119.3831,0,0.0,0.0118,0.0603,0.0642,31.0624,-0.158774,0.27907,-0.2338,0.04527
045.log,2.880515,1.127679,0,0.0,68.0967,76.503,77.1432,2211.1729,0,0.0,0.1077,0.2809,0.2775,119.4076,0,0.0,0.0116,0.0612,0.0625,30.9437,-0.15866,0.27914,-0.2338,0.04534
046.log,2.880515,1.12768,0,0.0,0.0,50.1565,107.8659,2206.0802,0,0.0,0.0,0.27,0.025,30.1868,0,0.0,0.0,0.5132,0.053,10.8667,-0.107269,0.25623,-0.22739,0.02884
047.log,2.880515,1.12768,0,0.0,5.8584,48.1152,104.5062,2206.0099,0,0.0,0.0152,0.2541,0.0205,31.9139,0,0.0,0.212,0.5483,0.0702,11.6459,-0.113993,0.25638,-0.2276,0.02878
048.log,2.880515,1.12768,0,0.0,11.8612,46.4837,101.4471,2205.9609,0,0.0,0.0155,0.2379,0.0181,33.9233,0,0.0,0.2167,0.5791,0.0921,12.5253,-0.120084,0.25659,-0.22784,0.02875
049.log,2.880515,1.12768,0,0.0,15.943,44.9995,98.665,2205.9209,0,0.0,0.0167,0.2199,0.0176,36.1986,0,0.0,0.2183,0.5991,0.1193,13.4982,-0.125594,0.25687,-0.2281,0.02877
050.log,2.880514,1.12768,0,0.0,19.3461,43.6634,96.1499,2205.8865,0,0.0,0.0186,0.2007,0.0184,38.72,0,0.0,0.2194,0.6073,0.1508,14.556,-0.130567,0.2572,-0.22837,0.02883
051.log,2.880514,1.12768,0,0.0,22.422,42.6433,93.8834,2205.871,0,0.0,0.0212,0.1828,0.0199,41.4657,0,0.0,0.2212,0.6117,0.185,15.6883,-0.135047,0.25758,-0.22865,0.02893
052.log,2.880514,1.12768,0,0.0,25.2133,41.6686,91.8218,2205.8678,0,0.0,0.0251,0.1649,0.0219,44.4118,0,0.0,0.2253,0.6076,0.2208,16.8868,-0.139067,0.25802,-0.22895,0.02907
053.log,2.880515,1.127679,0,0.0,27.6826,40.4416,89.9447,2205.8659,0,0.0,0.0311,0.1447,0.0242,47.5311,0,0.0,0.2352,0.5829,0.2575,18.1433,-0.142658,0.25851,-0.22925,0.02926
054.log,2.880516,1.12768,0,0.0,29.8466,39.1878,88.2551,2205.8771,0,0.0,0.041,0.1223,0.0267,50.7971,0,0.0,0.2579,0.5367,0.2949,19.4459,-0.145851,0.25904,-0.22956,0.02948
055.log,2.880516,1.12768,0,0.0,31.6927,38.1199,86.7402,2205.9116,0,0.0,0.0589,0.0947,0.0295,54.1879,0,0.0,0.3135,0.4568,0.3326,20.7816,-0.148674,0.25961,-0.22987,0.02974
056.log,2.880515,1.12768,0,0.0,32.6575,37.4828,85.3713,2205.9646,0,0.0,0.094,0.0519,0.0324,57.6848,0,0.0,0.4508,0.2885,0.3691,22.138,-0.151154,0.26022,-0.23017,0.03005
057.log,2.880515,1.12768,0,0.0,31.6284,38.127,84.1415,2206.0335,0,0.0,0.1129,0.0268,0.0355,61.265,0,0.0,0.5411,0.1542,0.4033,23.5028,-0.153319,0.26086,-0.23047,0.03039
058.log,2.880515,1.12768,0,0.0,29.2162,39.6033,83.0649,2206.1217,0,0.0,0.1071,0.0285,0.0388,64.8982,0,0.0,0.5147,0.1262,0.4334,24.8615,-0.155199,0.26153,-0.23076,0.03077
059.log,2.880515,1.127681,0,0.0,26.5063,41.2625,82.1358,2206.2288,0,0.0,0.0995,0.0348,0.042,68.5514,0,0.0,0.4665,0.1176,0.4554,26.1981,-0.156824,0.26223,-0.23105,0.03118
060.log,2.880516,1.12768,0,0.0,24.127,42.9552,81.3261,2206.351,0,0.0,0.0947,0.0421,0.0453,72.1941,0,0.0,0.423,0.1115,0.4668,27.4996,-0.158219,0.26295,-0.23132,0.03163
061.log,2.880515,1.127681,0,0.0,22.3267,44.6628,80.6184,2206.4837,0,0.0,0.0942,0.05,0.0491,75.7987,0,0.0,0.3939,0.1058,0.4689,28.7547,-0.159406,0.26368,-0.23158,0.0321
062.log,2.880515,1.12768,0,0.0,20.8902,46.3571,80.0043,2206.6243,0,0.0,0.0997,0.0584,0.0542,79.3402,0,0.0,0.3827,0.1003,0.4651,29.9498,-0.160402,0.26443,-0.23182,0.03261
063.log,2.880514,1.12768,0,0.0,19.3492,48.0063,79.468,2206.7713,0,0.0,0.1141,0.0672,0.0611,82.7955,0,0.0,0.3919,0.0948,0.4573,31.0727,-0.16122,0.26518,-0.23205,0.03313
064.log,2.880515,1.12768,0,0.0,17.9173,49.6371,79.0125,2206.9198,0,0.0,0.1501,0.0762,0.0702,86.1435,0,0.0,0.4507,0.0893,0.447,32.1128,-0.161875,0.26594,-0.23227,0.03367
065.log,2.880514,1.12768,0,0.0,18.0857,51.2783,78.6348,2207.0738,0,0.0,0.2281,0.0856,0.0819,89.3643,0,0.0,0.6034,0.084,0.434,33.0607,-0.162383,0.26671,-0.23247,0.03424
066.log,2.880514,1.12768,0,0.0,21.6798,52.9355,78.3073,2207.2448,0,0.0,0.2632,0.0954,0.0958,92.4392,0,0.0,0.6167,0.079,0.4171,33.9078,-0.162757,0.26747,-0.23265,0.03482
067.log,2.880515,1.12768,0,0.0,26.3663,54.5957,78.0053,2207.434,0,0.0,0.2606,0.1057,0.1118,95.3519,0,0.0,0.5145,0.0746,0.3962,34.6473,-0.163014,0.26823,-0.23282,0.03541
068.log,2.880515,1.12768,0,0.0,30.871,56.2443,77.7296,2207.6305,0,0.0,0.2638,0.1164,0.1299,98.0916,0,0.0,0.4243,0.0707,0.3727,35.2751,-0.163169,0.26899,-0.23297,0.03602
069.log,2.880515,1.12768,0,0.0,35.06,57.8336,77.4782,2207.8271,0,0.0,0.2709,0.1273,0.1502,100.6544,0,0.0,0.3495,0.0673,0.3478,35.7905,-0.163234,0.26973,-0.23311,0.03662
070.log,2.880515,1.12768,0,0.0,38.7724,59.3098,77.226,2208.0263,0,0.0,0.2776,0.1383,0.172,103.0378,0,0.0,0.2857,0.0643,0.3213,36.1927,-0.16322,0.27046,-0.23323,0.03723
071.log,2.880515,1.127679,0,0.0,42.1174,60.6918,76.9888,2208.225,0,0.0,0.2823,0.1491,0.1953,105.2374,0,0.0,0.2308,0.0617,0.2943,36.4788,-0.163136,0.27118,-0.23333,0.03785
072.log,2.880514,1.12768,0,0.0,45.1998,62.0233,76.7919,2208.4237,0,0.0,0.2838,0.1598,0.2204,107.2501,0,0.0,0.1837,0.0596,0.2678,36.647,-0.162993,0.27187,-0.23342,0.03845
073.log,2.880515,1.12768,0,0.0,48.0152,63.3218,76.6434,2208.6338,0,0.0,0.2813,0.1702,0.2469,109.0785,0,0.0,0.1441,0.058,0.2421,36.6996,-0.162798,0.27255,-0.2335,0.03905
074.log,2.880515,1.12768,0,0.0,50.628,64.5821,76.5486,2208.8586,0,0.0,0.2739,0.1809,0.2746,110.7271,0,0.0,0.1114,0.0571,0.2176,36.6428,-0.162563,0.27321,-0.23357,0.03964
075.log,2.880515,1.12768,0,0.0,53.1128,65.794,76.5158,2209.0853,0,0.0,0.2611,0.1924,0.3034,112.1962,0,0.0,0.0849,0.0568,0.1949,36.4855,-0.162295,0.27384,-0.23363,0.04021
076.log,2.880514,1.12768,0,0.0,55.4356,66.9362,76.5181,2209.3008,0,0.0,0.2425,0.2058,0.3312,113.4871,0,0.0,0.0642,0.0569,0.1739,36.2382,-0.162004,0.27444,-0.23367,0.04077
077.log,2.880514,1.12768,0,0.0,57.5142,67.9767,76.5103,2209.5066,0,0.0,0.2192,0.2212,0.355,114.607,0,0.0,0.0486,0.0571,0.1546,35.9135,-0.161697,0.27501,-0.2337,0.04131
078.log,2.880515,1.127681,0,0.0,59.4067,68.9272,76.5443,2209.7041,0,0.0,0.1916,0.2389,0.3749,115.5671,0,0.0,0.037,0.0575,0.1374,35.525,-0.161382,0.27556,-0.23373,0.04183
079.log,2.880515,1.12768,0,0.0,61.132,69.8161,76.657,2209.8942,0,0.0,0.16,0.2596,0.3903,116.3805,0,0.0,0.0284,0.058,0.1226,35.0865,-0.161066,0.27607,-0.23376,0.04231
080.log,2.880514,1.12768,0,0.0,62.6306,70.6488,76.812,2210.0791,0,0.0,0.1277,0.2824,0.398,117.0609,0,0.0,0.0224,0.0585,0.11,34.6127,-0.160757,0.27654,-0.23377,0.04277
081.log,2.880515,1.12768,0,0.0,63.9071,71.4466,76.9753,2210.2595,0,0.0,0.098,0.3051,0.3978,117.6215,0,0.0,0.0183,0.0588,0.0993,34.1185,-0.160463,0.27698,-0.23379,0.04319
082.log,2.880515,1.12768,0,0.0,64.991,72.228,77.1601,2210.4296,0,0.0,0.0739,0.3238,0.3917,118.0762,0,0.0,0.0156,0.0589,0.0909,33.6187,-0.160191,0.27739,-0.23379,0.0436
083.log,2.880515,1.12768,0,0.0,65.8711,72.9812,77.3403,2210.5797,0,0.0,0.0593,0.3348,0.3799,118.439,0,0.0,0.014,0.0588,0.0841,33.1276,-0.159951,0.27775,-0.2338,0.04395
084.log,2.880515,1.12768,0,0.0,66.5547,73.6795,77.4827,2210.7114,0,0.0,0.0551,0.3379,0.363,118.723,0,0.0,0.0129,0.0588,0.0786,32.6588,-0.159746,0.27808,-0.2338,0.04428
085.log,2.880515,1.12768,0,0.0,67.0748,74.341,77.6337,2210.8344,0,0.0,0.059,0.3324,0.3455,118.9409,0,0.0,0.0124,0.0588,0.0745,32.2246,-0.159573,0.27836,-0.2338,0.04456
086.log,2.880515,1.127679,0,0.0,67.401,74.9341,77.7119,2210.9418,0,0.0,0.0686,0.3205,0.3289,119.107,0,0.0,0.0121,0.0591,0.0715,31.8364,-0.159396,0.2786,-0.2338,0.0448
087.log,2.880515,1.12768,0,0.0,67.4948,75.3736,77.5705,2211.0197,0,0.0,0.0803,0.309,0.3113,119.238,0,0.0,0.012,0.0601,0.0691,31.505,-0.159177,0.2788,-0.2338,0.045
088.log,2.880515,1.127681,0,0.0,67.6342,75.9018,77.5654,2211.0885,0,0.0,0.0915,0.2971,0.2969,119.3267,0,0.0,0.0119,0.0607,0.0669,31.2401,-0.159048,0.27896,-0.2338,0.04516
089.log,2.880515,1.12768,0,0.0,67.8061,76.2259,77.4412,2211.1439,0,0.0,0.1015,0.2867,0.2854,119.3898,0,0.0,0.0117,0.0606,0.0645,31.0608,-0.158725,0.27907,-0.2338,0.04527
090.log,2.880515,1.127679,0,0.0,68.0947,76.5381,77.185,2211.1738,0,0.0,0.1076,0.2809,0.2775,119.4045,0,0.0,0.0115,0.0612,0.0625,30.9412,-0.15869,0.27914,-0.2338,0.04534
091.log,2.880514,1.12768,0,0.0,9.4506,49.2221,107.5972,2206.0487,0,0.0,0.0131,0.2711,0.0255,30.2612,0,0.0,0.2057,0.5216,0.0555,10.9212,-0.107967,0.25624,-0.22738,0.02886
092.log,2.880515,1.12768,0,0.0,13.8757,47.3939,104.3123,2205.979,0,0.0,0.0129,0.2562,0.0211,31.9868,0,0.0,0.2128,0.5596,0.0728,11.7166,-0.114629,0.2564,-0.2276,0.0288
093.log,2.880515,1.12768,0,0.0,17.3477,45.8815,101.302,2205.9318,0,0.0,0.0136,0.2401,0.0188,33.9963,0,0.0,0.2149,0.5906,0.0951,12.6101,-0.120666,0.25661,-0.22784,0.02877
094.log,2.880515,1.127681,0,0.0,20.2766,44.4446,98.5516,2205.8947,0,0.0,0.0153,0.2214,0.0183,36.2734,0,0.0,0.2163,0.6076,0.1228,13.5948,-0.126127,0.25689,-0.2281,0.02879
095.log,2.880515,1.12768,0,0.0,22.8898,43.1109,96.0589,2205.8641,0,0.0,0.0179,0.2009,0.0191,38.7979,0,0.0,0.2184,0.6104,0.155,14.6621,-0.131058,0.25722,-0.22837,0.02885
096.log,2.880515,1.127679,0,0.0,25.3436,42.0627,93.7941,2205.8528,0,0.0,0.0215,0.1814,0.0207,41.5476,0,0.0,0.2224,0.6085,0.1898,15.8019,-0.135499,0.2576,-0.22866,0.02894
097.log,2.880515,1.127679,0,0.0,27.6275,41.119,91.7311,2205.853,0,0.0,0.0267,0.1624,0.0228,44.4974,0,0.0,0.2304,0.5993,0.2259,17.0064,-0.139486,0.25804,-0.22896,0.02908
098.log,2.880515,1.127681,0,0.0,29.6604,40.0175,89.8656,2205.8536,0,0.0,0.0349,0.1408,0.025,47.6198,0,0.0,0.2478,0.5701,0.2619,18.2669,-0.143051,0.25853,-0.22926,0.02927
099.log,2.880514,1.127681,0,0.0,31.3884,38.9646,88.1962,2205.8672,0,0.0,0.049,0.115,0.0273,50.8879,0,0.0,0.2872,0.512,0.2981,19.5725,-0.146221,0.25906,-0.22957,0.02949
100.log,2.880515,1.12768,0,0.0,32.7161,38.249,86.706,2205.9017,0,0.0,0.0743,0.0808,0.0299,54.2774,0,0.0,0.3747,0.4041,0.3345,20.9099,-0.149023,0.25964,-0.22988,0.02976
101.log,2.880515,1.12768,0,0.0,33.0085,38.1848,85.3663,2205.9505,0,0.0,0.1083,0.0398,0.0326,57.7668,0,0.0,0.515,0.2357,0.3697,22.2659,-0.151483,0.26024,-0.23018,0.03006
102.log,2.880515,1.12768,0,0.0,31.5379,39.1219,84.1657,2206.0143,0,0.0,0.117,0.0252,0.0355,61.3365,0,0.0,0.5615,0.1457,0.4023,23.6282,-0.153628,0.26089,-0.23048,0.03041
103.log,2.880515,1.12768,0,0.0,28.7984,40.5814,83.1099,2206.1001,0,0.0,0.1094,0.0281,0.0385,64.9608,0,0.0,0.5243,0.1244,0.431,24.9816,-0.155486,0.26156,-0.23077,0.03079
104.log,2.880516,1.12768,0,0.0,25.6249,42.1863,82.1915,2206.2077,0,0.0,0.1008,0.0342,0.0417,68.6066,0,0.0,0.468,0.1162,0.4525,26.3101,-0.157089,0.26225,-0.23105,0.0312
105.log,2.880516,1.12768,0,0.0,22.8332,43.8382,81.3893,2206.333,0,0.0,0.0948,0.0413,0.0451,72.2434,0,0.0,0.4178,0.1099,0.4643,27.6025,-0.158466,0.26297,-0.23133,0.03164
106.log,2.880515,1.12768,0,0.0,20.9317,45.52,80.6934,2206.4708,0,0.0,0.094,0.049,0.0493,75.8453,0,0.0,0.3875,0.1039,0.468,28.8485,-0.159639,0.2637,-0.23159,0.03211
107.log,2.880514,1.12768,0,0.0,19.8569,47.1954,80.0998,2206.6167,0,0.0,0.1009,0.0573,0.0549,79.3866,0,0.0,0.3824,0.0981,0.4665,30.0349,-0.160625,0.26445,-0.23183,0.03262
108.log,2.880515,1.127679,0,0.0,19.0602,48.8218,79.5927,2206.7678,0,0.0,0.119,0.0659,0.0622,82.8416,0,0.0,0.4048,0.0922,0.4608,31.1491,-0.161438,0.2652,-0.23206,0.03314
109.log,2.880514,1.12768,0,0.0,18.5513,50.4175,79.1697,2206.9191,0,0.0,0.1605,0.0748,0.0718,86.1878,0,0.0,0.4806,0.0864,0.4516,32.181,-0.16209,0.26597,-0.23228,0.03369
110.log,2.880515,1.12768,0,0.0,19.5759,52.0065,78.8192,2207.0753,0,0.0,0.2324,0.0842,0.0839,89.406,0,0.0,0.6165,0.081,0.4388,33.1218,-0.162593,0.26673,-0.23247,0.03426
111.log,2.880515,1.12768,0,0.0,23.0624,53.5933,78.5048,2207.2485,0,0.0,0.2611,0.094,0.098,92.4787,0,0.0,0.6093,0.0759,0.4212,33.9626,-0.162962,0.26749,-0.23266,0.03483
112.log,2.880515,1.12768,0,0.0,27.2238,55.1701,78.1968,2207.4403,0,0.0,0.2592,0.1043,0.1138,95.3906,0,0.0,0.5104,0.0714,0.3989,34.696,-0.163212,0.26825,-0.23282,0.03543
113.log,2.880515,1.127681,0,0.0,31.2884,56.7343,77.9,2207.6394,0,0.0,0.2607,0.1152,0.1315,98.1309,0,0.0,0.4205,0.0675,0.3738,35.3169,-0.163359,0.26901,-0.23297,0.03604
114.log,2.880515,1.127679,0,0.0,35.237,58.2523,77.6278,2207.8378,0,0.0,0.2668,0.1264,0.1513,100.6935,0,0.0,0.3464,0.064,0.3478,35.8243,-0.163416,0.26975,-0.23311,0.03664
115.log,2.880515,1.12768,0,0.0,38.9256,59.6779,77.3695,2208.0376,0,0.0,0.2735,0.1376,0.173,103.0729,0,0.0,0.2835,0.061,0.321,36.2178,-0.163398,0.27048,-0.23323,0.03725
116.log,2.880515,1.12768,0,0.0,42.3535,61.0246,77.1426,2208.2355,0,0.0,0.2785,0.1486,0.1967,105.2642,0,0.0,0.2293,0.0584,0.2942,36.4954,-0.163312,0.27119,-0.23333,0.03786
117.log,2.880515,1.12768,0,0.0,45.5082,62.3294,76.964,2208.4328,0,0.0,0.28,0.1596,0.2225,107.2662,0,0.0,0.1827,0.0563,0.2679,36.6559,-0.163169,0.27189,-0.23343,0.03846
118.log,2.880515,1.12768,0,0.0,48.3515,63.6039,76.8345,2208.642,0,0.0,0.2771,0.1704,0.2495,109.085,0,0.0,0.1435,0.0549,0.2424,36.702,-0.162976,0.27257,-0.2335,0.03907
119.log,2.880515,1.12768,0,0.0,50.9621,64.8429,76.7578,2208.8663,0,0.0,0.2692,0.1815,0.2777,110.7265,0,0.0,0.111,0.0542,0.218,36.6405,-0.162744,0.27322,-0.23357,0.03965
120.log,2.880515,1.12768,0,0.0,53.4234,66.0356,76.7401,2209.093,0,0.0,0.2556,0.1937,0.3067,112.1904,0,0.0,0.0848,0.054,0.1952,36.4795,-0.16248,0.27385,-0.23363,0.04022
121.log,2.880516,1.12768,0,0.0,55.7116,67.1616,76.7515,2209.3086,0,0.0,0.2362,0.2076,0.3348,113.4775,0,0.0,0.0643,0.0543,0.1742,36.229,-0.162193,0.27445,-0.23367,0.04078
